course,subject,question,explanation,type,options
Anaesthesiology,"ABC, Status epilepticus","
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">An individual aged 44 with a history of epilepsy arrives by ambulance due to a prolonged generalized tonic-clonic seizure lasting 40 minutes. Upon arrival, his Glasgow Coma Scale score is 7, exhibiting noisy breathing and cyanosis. He experiences another seizure episode. Intravenous access has been established. What is the most suitable initial management step?</span></p>
","
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">Prolonged generalized seizures exceeding 30 minutes significantly increase the risk of brain injury. The first priority in managing a seizing patient is to secure the airway, which may require a nasopharyngeal airway, even though this can be challenging.</span></p> 
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">UK guidelines emphasize the importance of airway management in seizures. While it might seem unusual since an IV line is present for administering lorazepam, a medical team will typically work in tandem—one securing the airway while the other prepares the medication. However, exams often limit your options. Given the patient’s noisy breathing and cyanosis, airway management is crucial. Note that IV lorazepam could take approximately 3 to 5 minutes to take effect.</span></p> 
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; text-decoration: none;"">Further reading:</span></p> 
<p dir=""ltr"" style=""line-height: 1.38;""><a href=""https://www.nice.org.uk/guidance/cg137/chapter/Appendix-F-Protocols-for-treating-convulsive-status-epilepticus-in-adults-and-children-adults-published-in-2004-and-children-published-in-2011"" style=""text-decoration: none;""><span style=""font-size: 11pt; color: #1155cc; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: underline; -webkit-text-decoration-skip: none; text-decoration-skip-ink: none;"">https://www.nice.org.uk/guidance/cg137/chapter/Appendix-F-Protocols-for-treating-convulsive-status-epilepticus-in-adults-and-children-adults-published-in-2004-and-children-published-in-2011</span></a></p>
",single_choice,"[{""option"":""Intravenous paraldehyde"",""correct"":false},{""option"":""Intravenous lorazepam"",""correct"":false},{""option"":""Rectal diazepam"",""correct"":false},{""option"":""Oxygen by facemask"",""correct"":false},{""option"":""Secure airways"",""correct"":true}]"
Anaesthesiology,"Headache After General Anaesthesia (GA), Post-anaesthetic Headache","
<span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">A 44-year-old male patient experiences a headache that began 12 hours following his appendectomy performed under general anesthesia. He describes the headache as a persistent, throbbing sensation localized to the frontal and temporal areas. There are no accompanying signs of nausea, vomiting, or sensitivity to light. His medical history includes hypertension. Current vital signs show a temperature of 37.1°C, heart rate at 70 beats per minute, blood pressure of 130/80 mmHg, respiratory rate of 18 breaths per minute, and oxygen saturation of 98%. Neurological assessment reveals no abnormalities. What is the most critical step to take next?</span>
","
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Following anaesthesia, this patient is experiencing a headache, a frequent outcome of general anaesthesia. While the precise cause remains unclear, it is believed to stem from factors such as a decrease in blood pressure during the procedure and caffeine withdrawal, <em><colorcyan>(especially in those who regularly consume caffeine and may abstain prior to surgery)</colorcyan></em><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;""> along with the effects of anaesthetic drugs. Administering ibuprofen and caffeine is recommended, and we anticipate the headache will subside within a day.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">The patient's vital signs and neurological assessments appear normal, indicating no serious underlying issues, thus reassurance is sufficient.</span></p>
",single_choice,"[{""option"":""Administer oxygen"",""correct"":false},{""option"":""CT scan of the head"",""correct"":false},{""option"":""CSF analysis"",""correct"":false},{""option"":""Blood culture"",""correct"":false},{""option"":""Reassure"",""correct"":true}]"
Anaesthesiology,"Surgery, Stop ACE Inhibitors Before Surgery","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">An individual, aged 62, is set to undergo elective shoulder cuff surgery due to ongoing discomfort and restricted movement. He has a medical history of high blood pressure and elevated cholesterol levels, which are currently being treated with various medications. Prior to the surgery, a conversation takes place to determine which medication may need to be paused to reduce the risk of low blood pressure during the procedure. What type of medication should be discontinued 24 hours before the surgery?</span></body></html>
","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Before surgery, it is often recommended to pause angiotensin-converting enzyme (ACE) inhibitors for approximately 25 hours to minimize the chance of low blood pressure during the procedure. These medications can intensify the hypotensive effects of anesthesia, complicating the maintenance of stable blood pressure throughout surgery. Temporarily discontinuing ACE inhibitors is a strategy to alleviate this concern.</span></p><br /><p><span style=""color:#000000;font-weight:700;font-style:normal;text-decoration:none;vertical-align:baseline;""><b>Additional Resources:</b></span></p><br /><p><a href=""https://bnf.nice.org.uk/treatment-summary/surgery-and-long-term-medication.html""><span style=""color:#0000ff;font-weight:400;font-style:normal;text-decoration:underline;vertical-align:baseline;""><u><colorblue>https://bnf.nice.org.uk/treatment-summary/surgery-and-long-term-medication.html</colorblue></u></span></a></p></body></html>
",single_choice,"[{""option"":""Angiotensin-converting enzyme inhibitors"",""correct"":true},{""option"":""Beta-blockers"",""correct"":false},{""option"":""Calcium channel blockers"",""correct"":false},{""option"":""Diuretics"",""correct"":false},{""option"":""Statins"",""correct"":false}]"
Anaesthesiology,"Burns Management, Airway obstruction","
<p><span id=""docs-internal-guid-6b02e15c-88a8-332e-e2be-ef6c6d698887"">A young boy, aged 11, has been transported by ambulance after being saved from a house fire. He exhibits soot in his mouth and struggles with breathing. What is the most suitable management step to take?</span></p>
","
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">In the event of severe burns, if there are signs of potential airway blockage (such as stridor or swelling in the oropharynx), immediate tracheal intubation is essential for survival.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">Always prioritize airway, breathing, and circulation.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""> </p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">Presence of soot in the mouth indicates airway burns. Smoke inhalation can be fatal for burn victims. The initial evaluation may show no injuries, but laryngeal edema can occur suddenly, so early intubation is critical if inhalation injury is suspected.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""> </p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; text-decoration: none;"">Symptoms of smoke inhalation injury include:</span></p>
<ul>
<li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Chronic cough</span></p></li>
<li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Stridor</span></p></li>
<li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Wheezing</span></p></li>
<li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Dark sputum indicating high soot exposure</span></p></li>
<li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Use of auxiliary respiratory muscles</span></p></li>
<li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Blistering or swelling of the oropharynx</span></p></li>
<li dir=""ltr"" style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none""><p dir=""ltr""><span style=""color: #000000;background-color: transparent;font-style: normal;text-decoration: none"">Hypoxia or hypercapnia</span></p></li>
</ul>
<p dir=""ltr"" style=""line-height: 1.38;""> </p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; text-decoration: none;"">Source:</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""><a href=""http://patient.info/doctor/inhalation-injury"" style=""text-decoration: none;""><span style=""font-size: 11pt; color: #1155cc; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: underline; -webkit-text-decoration-skip: none; text-decoration-skip-ink: none;"">http://patient.info/doctor/inhalation-injury</span></a></p>
",single_choice,"[{""option"":""Refer to burn unit"",""correct"":false},{""option"":""Tracheal intubation"",""correct"":true},{""option"":""Cricothyroidotomy"",""correct"":false},{""option"":""Intermittent positive-pressure ventilation"",""correct"":false},{""option"":""Administer 100% oxygen by face mask"",""correct"":false}]"
Anaesthesiology,Bag valve mask ventilation,"
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">A 5-year-old boy was taken to the Emergency Department by ambulance after fainting in front of his mother. By the time the ambulance arrived, he had been unresponsive for 25 minutes. The paramedics noted that his airway was clear, and his oxygen saturation was at 94%, but his respiratory rate had dropped from 11 breaths per minute to just 2. His heart rate stood at 66 beats per minute. The emergency medical team was worried about imminent respiratory failure. What should be the next appropriate action to take?</span></body></html>
","
<span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">This scenario involves an unconscious child with a decreased respiratory rate, indicating a risk of respiratory failure. Following the ABC protocol, the airway is confirmed to be clear, making it crucial to ensure adequate breathing due to the low respiratory rate. The simplest method is to utilize a bag and mask for respiratory support, which can be performed by any staff member trained in advanced life support, as is standard for emergency physicians in the UK. This approach allows time for further assessment to determine the cause of the respiratory distress. While intubation offers a more secure airway, it requires the presence of an anaesthetist, who is not available in this situation. Respiratory arrest may result from an opioid overdose, although such toxicity is rare in young children.</span>
",single_choice,"[{""option"":""Carotid massage"",""correct"":false},{""option"":""Fast bleep anaesthetist to intubate the patient"",""correct"":false},{""option"":""Bag and mask the patient until further investigations can be done"",""correct"":true},{""option"":""Check blood glucose"",""correct"":false},{""option"":""Give naloxone"",""correct"":false}]"
Anaesthesiology,"Extravasation, IV fluids","
<span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">A 44-year-old male patient was admitted to the unit, and Hartmann's solution was infused through a peripheral IV line. After 30 minutes, he experienced swelling, a soft texture, and coolness in his upper limb. He also reported pain at the injection site, but there was no skin discoloration. What is the best course of action?</span>
","
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Extravasation of IV fluids may occur when:</span></p>
<ul>
<li style=""list-style-type: disc; color: #000000; font-style: normal;"">
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">The cannula either punctures the vessel wall or is inadvertently pulled out after being secured</span></p>
</li>
<li style=""list-style-type: disc; color: #000000; font-style: normal;"">
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Rapid fluid administration may raise intravenous pressure, causing leaks at the puncture site</span></p>
</li>
</ul>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">If the drug is non-vesicant, simply stop the infusion, remove the cannula, and reinsert it into a different vein on another limb. Elevating the limb can aid in fluid absorption and minimize swelling.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Conversely, if the drug is a vesicant, like chemotherapy, it may cause tissue damage, blistering, or ulcers. Severe cases could result in tissue necrosis, necessitating specialized medical care.</span></p>
",single_choice,"[{""option"":""Stop the solution, remove the cannula, and lift the arm"",""correct"":true},{""option"":""Request D-dimer"",""correct"":false},{""option"":""Ultrasound arm"",""correct"":false},{""option"":""Fasciotomy"",""correct"":false},{""option"":""Request CRP"",""correct"":false}]"
Anaesthesiology,"Burns Management, Airway obstruction","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">A 43-year-old man is brought to the emergency department by paramedics after being rescued from a building fire. He was discovered unconscious in his apartment, with soot visible around his mouth and nose. He has suffered burns on his face, neck, and upper torso, covering approximately 5% of his total body surface area (TBSA). Upon examination, he is unresponsive to verbal or painful stimuli. His breathing is shallow and labored, with soot present in his oropharynx. What is the most suitable immediate intervention for this patient?</span></body></html>
","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">For this patient, the first step in treatment is to perform immediate tracheal intubation. The presence of soot in the mouth and throat, along with difficulty breathing, indicates severe airway compromise, likely due to inhalation injury, which can quickly lead to airway swelling and blockage.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Using high-flow oxygen with a non-rebreather mask may not be enough to ensure adequate oxygen levels if there is an airway obstruction. </span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;""><br /></span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;""><br /></span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">If intubation fails, cricothyroidotomy can be considered, though it is not the preferred initial option. </span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;""><br /></span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;""><br /></span><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Escharotomy might be necessary later if circumferential burns limit chest movement, but immediate airway management is crucial.</span></p><br /></body></html>
",single_choice,"[{""option"":""High-flow oxygen via a non-rebreather mask"",""correct"":false},{""option"":""Tracheal intubation"",""correct"":true},{""option"":""Cricothyroidotomy"",""correct"":false},{""option"":""Escharotomy of the chest wall"",""correct"":false},{""option"":""Fluid resuscitation with Hartmann's solution"",""correct"":false}]"
Anaesthesiology,ABC,"
<p><span style=""font-size: 11pt; font-family: Arial; background-color: transparent; vertical-align: baseline; white-space: pre-wrap;"">A 60-year-old male was transported to the Emergency Department via ambulance following a traffic collision. His blood pressure reads 80/40 mmHg, and his respiratory rate is 39 breaths per minute. Oxygen saturation levels are at 88%. He has visible bruising on his chest, and his chest wall exhibits asymmetrical movement. He is experiencing labored breathing, utilizing accessory muscles, and is intermittently conscious. What is the SINGLE most appropriate initial action?</span></p>
","
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent;"">When addressing life-threatening emergencies, it's crucial to prioritize the essentials: airway, breathing, and circulation (ABC).</span></p><span></span><p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent;"">This patient is experiencing shock. While high-flow oxygen, securing venous access, and providing pain relief typically occur simultaneously, for this exam, we focus on NHS guidelines, which dictate that airway management and oxygen delivery take precedence.</span></p><span></span><p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent;"">In most flail chest cases, positive pressure ventilation is adequate; however, this patient requires early intubation due to rapid deterioration. A double-lumen tracheal tube may be necessary to manage different pressures for each lung.</span></p><hr></hr><p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent; font-weight: bold;"">Shock Management</span></p><p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent;"">Investigations and treatment should proceed concurrently.</span></p><ul><li dir=""ltr"" style=""background-color: transparent""><p dir=""ltr""><span style=""background-color: transparent"">Address the priorities → ABC</span></p></li><li dir=""ltr"" style=""background-color: transparent""><p dir=""ltr""><span style=""background-color: transparent"">Administer high-flow O2 via mask</span></p></li><li dir=""ltr"" style=""background-color: transparent""><p dir=""ltr""><span style=""background-color: transparent"">Establish adequate venous access and collect necessary blood samples</span></p></li><li dir=""ltr"" style=""background-color: transparent""><p dir=""ltr""><span style=""background-color: transparent"">Initiate resuscitation with crystalloid fluids, such as normal saline or Hartmann's solution → 20 mL/kg as a bolus</span></p></li></ul><span></span><p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; background-color: transparent; font-weight: bold;"">Reference:</span></p><span></span><p dir=""ltr"" style=""line-height: 1.38;""><a href=""http://patient.info/doctor/resuscitation-in-hypovolaemic-shock"" style=""text-decoration-line: none;""><span style=""font-size: 11pt; color: #1155cc; background-color: transparent; text-decoration-line: underline;"">http://patient.info/doctor/resuscitation-in-hypovolaemic-shock</span></a></p>
",single_choice,"[{""option"":""Intravenous fluid infusion"",""correct"":false},{""option"":""Intubation and ventilation"",""correct"":true},{""option"":""Regional anesthesia"",""correct"":false},{""option"":""Transfer to ITU"",""correct"":false},{""option"":""Chest X-ray"",""correct"":false}]"
Anaesthesiology,"Opioid toxicity, Naloxone or ventilate","
<html xmlns=""http://www.w3.org/1999/xhtml"">
<head></head>
<body>
<span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">A 23-year-old male was transported to the Emergency Department via ambulance. A bystander discovered him unresponsive on the street and called for help. The ambulance team noted that his airway was clear, with oxygen saturation at 94%. However, his respiratory rate decreased from 12 breaths per minute to 3 breaths per minute upon their arrival. His heart rate measured 63 beats per minute, and he exhibited signs of alcohol intoxication with constricted pupils. Bag-mask ventilation was initiated. What is the most suitable treatment for this situation?</span>
</body>
</html>
","
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">This situation raises concerns for an opioid overdose, marked by significant respiratory depression that has worsened since the initial assessment by the ambulance team. Naloxone is the preferred antidote in this context and can effectively reverse the imminent respiratory failure. It is widely regarded as a safe medication that can be administered when an opioid overdose is suspected while further evaluation is conducted.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">The alternative options are not applicable.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Atropine addresses bradycardia, which is absent here, while carotid sinus massage is used for supraventricular tachycardia.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">Flumazenil counters benzodiazepine overdoses but is typically reserved for cases where excessive benzodiazepine is administered in a medical setting.</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none; vertical-align: baseline;"">If naloxone fails to work, intubation may be necessary.</span></p>
<br />
<p><span style=""color: #45818e; font-weight: 400; font-style: italic; text-decoration: none; vertical-align: baseline;"">Here are essential steps for managing opioid toxicity:</span></p>
<ul>
<li style=""list-style-type: disc; color: #45818e; font-style: italic;"">
<p><span style=""color: #45818e; font-weight: 400; font-style: italic; text-decoration: none; vertical-align: baseline;"">Ensure the airway is clear (typically using a jaw-thrust maneuver)</span></p>
</li>
<li style=""list-style-type: disc; color: #45818e; font-style: italic;"">
<p><span style=""color: #45818e; font-weight: 400; font-style: italic; text-decoration: none; vertical-align: baseline;"">Provide ventilation with oxygen using a bag and mask</span></p>
</li>
<li style=""list-style-type: disc; color: #45818e; font-style: italic;"">
<p><span style=""color: #45818e; font-weight: 400; font-style: italic; text-decoration: none; vertical-align: baseline;"">Administer naloxone intravenously</span></p>
</li>
<li style=""list-style-type: disc; color: #45818e; font-style: italic;"">
<p><span style=""color: #45818e; font-weight: 400; font-style: italic; text-decoration: none; vertical-align: baseline;"">Consider intubation if necessary (especially if the patient is acidotic)</span></p>
</li>
</ul>
",single_choice,"[{""option"":""Carotid massage"",""correct"":false},{""option"":""Fast bleep anaesthetist to intubate the patient"",""correct"":false},{""option"":""Give atropine"",""correct"":false},{""option"":""Give flumazenil"",""correct"":false},{""option"":""Give naloxone"",""correct"":true}]"
Anaesthesiology,"Tension pneumothorax vs Fat embolism, Increased ventilation pressure","
<span style=""font-size: 11pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">A 34 year old man was involved in a traffic accident, sustaining multiple injuries to his abdomen, pelvis, and thighs. Imaging shows a fracture in the right femoral shaft. He was intubated and transferred to the Intensive Care Unit for further treatment. He was scheduled for an open reduction and internal fixation of the femur. Hours after admission, his oxygen saturation fell from 99% to 90%, and his blood pressure dropped from 120/80 mmHg to 80/40 mmHg. Upon examination, decreased air entry was noted on the left side of his chest. The ventilator indicates that increased pressure is needed to meet the target tidal volume. What is the SINGLE most likely diagnosis?</span>
","
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">Tension pneumothorax is a critical complication that can arise from positive-pressure mechanical ventilation. It should be considered when a patient on mechanical ventilation suddenly shows signs of deterioration and low blood pressure.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">This condition results in a reduction of tidal volume. In volume-controlled ventilation, an increase in peak pressure is required to maintain a set tidal volume, as observed in this case.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">For machines utilizing pressure-support ventilation, tidal volumes will also decline.</span></p>
<p dir=""ltr"" style=""line-height: 1.38;""><span style=""font-size: 11pt; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; text-decoration: none;"">Fat embolism can be a misleading diagnosis here. Although it shares symptoms like decreased oxygen saturation and hypotension, the necessity for elevated pressure to achieve tidal volume contradicts a fat embolism diagnosis.</span></p>
",single_choice,"[{""option"":""Tension pneumothorax"",""correct"":true},{""option"":""Fat embolism"",""correct"":false},{""option"":""Intraabdominal bleed"",""correct"":false},{""option"":""Morphine overdose"",""correct"":false},{""option"":""Flail chest"",""correct"":false}]"
Anaesthesiology,"Chronic obstructive pulmonary disease (COPD), management of acute exacerbation","
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none;"">A 64 year old man arrives at the Emergency Department experiencing sudden shortness of breath. He has a 20 pack year smoking history and is diagnosed with chronic obstructive pulmonary disease. Upon examination, he is afebrile, with a heart rate of 110 beats/minute, a respiratory rate of 28 breaths/minute, blood pressure of 110/70 mmHg, and an SpO2 of 80%. The respiratory assessment shows the use of accessory muscles and bilateral wheezing. He was promptly given oxygen at FiO2 24% via a Venturi face mask, along with nebulized salbutamol, ipratropium, and IV hydrocortisone 100mg. Following initial treatment, SpO2 improved to 82%. An ABG revealed:</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none;"">pH 7.30 (7.35 – 7.45)</span></p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none;"">PaO2: 7 kPa (10-14 kPa)</span></p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none;"">PaCO2: 6.5 kPa (4.7-6.0)</span></p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none;"">Bicarbonate 25 mmol/L (22-26)</span></p>
<br />
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none;"">A chest X-ray showed hyperinflated lungs on both sides. What should be the next step in treatment for this patient?&nbsp;</span></p>
","
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none;"">This patient is experiencing sudden shortness of breath and has a history of chronic obstructive pulmonary disease (COPD). His current condition is likely the result of an acute exacerbation of COPD. Before obtaining arterial blood gas (ABG) results, it is important to administer oxygen with an FiO2 of 25-27% via a venturi mask to avoid suppressing the respiratory drive, which could lead to worsened hypercapnia. The goal is to maintain oxygen saturation between 88-92%.</span></p>
<p>&nbsp;</p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none;"">Management will be guided by ABG results. Here, the ABG indicates respiratory acidosis with hypoxaemia, necessitating an immediate senior review, followed by the start of non-invasive ventilation and potential ICU admission.</span></p>
<p>&nbsp;</p>
<p><span style=""color: #000000; font-weight: 400; font-style: normal; text-decoration: none;"">Invasive mechanical ventilation is not advisable due to its associated risks, including pneumonia and barotrauma. It should only be considered if non-invasive ventilation fails or in cases like respiratory arrest, high aspiration risk, or altered mental status.</span></p>
<p>&nbsp;</p>
<p><em><colorcyan>If you're unsure about when to use ventilation, non-invasive ventilation, or continue with the venturi mask, check our Respiratory GEMS. We’ve created a flow chart for easier understanding.</colorcyan></em></p>
",single_choice,"[{""option"":""Chest drain"",""correct"":false},{""option"":""Continue to observe"",""correct"":false},{""option"":""Non-invasive ventilation"",""correct"":true},{""option"":""High flow oxygen"",""correct"":false},{""option"":""Intubation and ventilation"",""correct"":false}]"
Anaesthesiology,"Opioid toxicity, Naloxone Vs IV fluids","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">A 31-year-old man arrives at the Emergency Department after an apparent morphine overdose. He is drowsy but can be awakened. His respiratory rate is measured at 10 breaths per minute, and his blood pressure reads 90/60 mmHg. His oxygen saturation in ambient air is 92%. What is the most suitable next step in his treatment?</span></body></html>
","
<html xmlns=""http://www.w3.org/1999/xhtml""><head></head><body><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Naloxone acts as an opioid antagonist that swiftly counteracts opioid effects, particularly respiratory depression, which poses a serious risk in overdose situations. Given the patient's slow respiratory rate following a morphine overdose, naloxone is the essential treatment to reverse these effects and avert further complications.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Although IV fluids may assist a patient experiencing low blood pressure, they do not resolve the main concern here: opioid-induced respiratory depression. Furthermore, the patient is not hypotensive but is close to that threshold. Hypotension is characterized by blood pressure falling below normal levels, risking inadequate organ perfusion. Typically, hypotension is defined as a systolic pressure under 90 mmHg and/or a diastolic pressure below 60 mmHg, with symptoms like dizziness and nausea being key indicators.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">It’s crucial to note that naloxone can also alleviate hypotension resulting from an opioid overdose, in addition to addressing respiratory depression. Opioids may induce hypotension through vasodilation and diminished sympathetic activity, leading to lower blood pressure. By blocking opioid receptors, naloxone can counteract these effects, potentially raising blood pressure.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">If naloxone proves ineffective, intubation may be necessary.</span></p><br /><p><span style=""color:#000000;font-weight:400;font-style:normal;text-decoration:none;vertical-align:baseline;"">Close monitoring after naloxone administration is vital, as its effects may wane faster than those of many opioids, necessitating repeated doses.</span></p></body></html>
",single_choice,"[{""option"":""Arrange for immediate intubation"",""correct"":false},{""option"":""Administer intravenous naloxone"",""correct"":true},{""option"":""Administer intravenous fluids"",""correct"":false},{""option"":""Provide oxygen therapy via nasal cannula"",""correct"":false},{""option"":""Observe and reassess in 15 minutes"",""correct"":false}]"
